FirstName,LastName,Company,Country,Director since,Tenure,Age,Female
David,Radcliffe,Wincanton plc,UK,2012,3,62,
James,Renfroe,Xtreme Drilling and Coil Services Corp.,Canada,2013,3,62,
Timothy Teck Leng,Chen,Yangzijiang Shipbuilding (Holdings) Ltd.,Singapore,2013,3,62,
Mark,Bonney,Zix Corporation,US,2013,3,62,
Richard,Gonzalez,AbbVie Inc.,US,2013,3,62,
Frederick,Waddell,AbbVie Inc.,US,2013,3,62,
Peter,Marks,Broadcom Limited,US,2013,3,62,
Josef,Bednarski,Deutsche Telekom AG,Germany,2013,3,62,
Ho,KwonPing,Diageo plc,UK,2012,3,62,
John,Herron,Duke Energy Corporation,US,2013,3,62,
William,Green,EMC Corporation,US,2013,3,62,
John,Lechleiter,Ford Motor Company,US,2013,3,62,
Robert George,Elstone,Westpac Banking Corporation,Australia,2012,3,62,
Vicente,Anido Jr.,"Aerie Pharmaceuticals, Inc.",US,2013,2,62,
Gilles,Leblanc,Aeroports de Paris ADP,France,2014,2,62,
David,Brennan,"Alexion Pharmaceuticals, Inc.",US,2014,2,62,
Michael,Winter,Allied Motion Technologies Inc.,US,2014,2,62,
Pamela ,Craven,"Amber Road, Inc.",US,2014,2,62,Yes
Scott,Baskin,American Vanguard Corporation,US,2014,2,62,
Eun,Namgoong,AmorePacific Corp.,South Korea,2014,2,62,
Robert H.,Stan,Anglo Pacific Group plc,UK,2014,2,62,
Patrick,Ryan,Artis Real Estate Investment Trust,Canada,2013,2,62,
Maria Luisa,Di Battista,Banca Popolare di Milano Scarl,Italy,2014,2,62,Yes
Maarit,Aarni-Sirvio,Berendsen plc,UK,2014,2,62,Yes
Bernardus Johannes Maria,Verwaayen,Bharti Airtel Ltd.,India,2013,2,62,
Lloyd Hartley,Jones,Bluescope Steel Ltd.,Australia,2013,2,62,
E. Townes,Duncan,Bright Horizons Family Solutions Inc.,US,2014,2,62,
Lord,O'Donnell,Brookfield Asset Management Inc.,Canada,2013,2,62,
Richard,Wohanka,BTG plc,UK,2013,2,62,
John,McGlade,Bunge Limited,US,2014,2,62,
Amal M.,Johnson,CalAmp Corp.,US,2013,2,62,Yes
William ,Sembo,Canadian Utilities Limited,Canada,2014,2,62,
William (Bill) J.,McAdam,Canexus Corporation,Canada,2013,2,62,
Geoff,Cooper,Card Factory plc,UK,2014,2,62,
Patricia A.,Hemingway Hall,"Cardinal Health, Inc.",US,2013,2,62,Yes
Gary,Sabin,"CareTrust REIT, Inc.",US,2014,2,62,
Jeffrey Michael,Browne,Carsales.com Ltd.,Australia,2013,2,62,
Neal,Shear,"Cheniere Energy, Inc.",US,2014,2,62,
Wenjiang,Ding,"China Northern Rare Earth (Group) High-Tech Co., Ltd.",China,2014,2,62,
Jong-yul,Kim,CJ Corp.,South Korea,2014,2,62,
Douglas H.,Brooks,"ClubCorp Holdings, Inc.",US,2013,2,62,
Roger,Fix,"Commercial Vehicle Group, Inc.",US,2014,2,62,
Mauro Borges,Lemos,Companhia Paranaense de Energia - COPEL,Brazil,2013,2,62,
Stephen,Boswell,"ConnectOne Bancorp, Inc.",US,2014,2,62,
Rolf,Nonnenmacher,Continental AG,Germany,2014,2,62,
David,McManus,Costain Group plc,UK,2014,2,62,
Mercedes,Walton,Datalink Corporation,US,2014,2,62,Yes
A. William,Stein,"Digital Realty Trust, Inc.",US,2014,2,62,
Kenneth,Klepper,"Diplomat Pharmacy, Inc.",US,2014,2,62,
Candace ,Duncan,Discover Financial Services,US,2014,2,62,Yes
Chang-hwan,Lee,Dongsuh Co.,South Korea,2014,2,62,
Pamela,Gibson,Eldorado Gold Corporation,Canada,2014,2,62,Yes
Antonio,Franciscangelis Neto,Embraer SA,Brazil,2013,2,62,
Antonio,Hernández Mancha,Enagas S.A.,Spain,2014,2,62,
Marcel,Coutu,Enbridge Inc.,Canada,2014,2,62,
Mary,King,"Enterprise Bancorp, Inc.",US,2014,2,62,Yes
Chaim,Zaher,Estacio Participacoes SA,Brazil,2014,2,62,
Teresita,Loubriel,"EVERTEC, Inc.",US,2013,2,62,Yes
Heidi,Miller,First Data Corporation,US,2014,2,62,Yes
Richard,Kunes,Francesca's Holding Corporation,US,2013,2,62,
Douglas J. ,Wall ,Fugro NV,Netherlands,2014,2,62,
Claude,Gendron,Gecina,France,2014,2,62,
Joanna,Barsh,Genesco Inc.,US,2013,2,62,Yes
Richard,Anderson,Gulf Marine Services plc,UK,2014,2,62,
Simon,Batey,Gulf Marine Services plc,UK,2014,2,62,
Abdulaziz,Al Khayyal,Halliburton Company,US,2014,2,62,
Gi-jin,Song,Hana Financial Group Inc.,South Korea,2014,2,62,
Irene Yun Lien,Lee,Hang Seng Bank,Hong Kong,2014,2,62,Yes
Charles M.,O'Neil,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",US,2013,2,62,
Linda,Zecher,"Hasbro, Inc.",US,2014,2,62,Yes
Robert,Dennis,"HCA Holdings, Inc.",US,2014,2,62,
Pamela,Kirby,Hikma Pharmaceuticals plc,UK,2014,2,62,Yes
Michael,Waites,HudBay Minerals Inc.,Canada,2014,2,62,
Young-tae,Kim,Hyundai Department Store Co.,South Korea,2014,2,62,
Ho-young,Kim,Hyundai Marine & Fire Insurance Co. Ltd.,South Korea,2014,2,62,
Heung-geol,Kim,Hyundai Merchant Marine Co.,South Korea,2014,2,62,
Marcel,Coutu,IGM Financial Inc.,Canada,2014,2,62,
Ross,McInnes,IMI plc,UK,2014,2,62,
Peter,Davey,Impala Platinum Holdings Ltd,South Africa,2013,2,62,
Gareth,Bullock,Informa plc,UK,2014,2,62,
Carol,Mills,Ingram Micro Inc.,US,2014,2,62,Yes
David,Brennan,Insmed Incorporated,US,2014,2,62,
Lauren ,Wright,"Inteliquent, Inc.",US,2014,2,62,Yes
Alison,Taylor Love,Inter Pipeline Ltd.,Canada,2014,2,62,Yes
Michael,Ducker,International Flavors & Fragrances Inc.,US,2014,2,62,
Edward J.,Grzybowski,INTL FCStone Inc.,US,2014,2,62,
Sharon,Mates,"Intra-Cellular Therapies, Inc.",US,2013,2,62,Yes
David,Friedland,Investec Ltd,South Africa,2013,2,62,
David,Friedland,Investec plc,UK,2013,2,62,
John,Shakeshaft,Investment AB Kinnevik,Sweden,2014,2,62,
Lynda L.,Ziegler,"Itron, Inc.",US,2013,2,62,Yes
Jeremy,Beeton,John Laing Group plc,UK,2014,2,62,
Mark,Baldwin,"KBR, Inc.",US,2014,2,62,
J. David,Wargo,"Liberty Tripadvisor Holdings, Inc.",US,2014,2,62,
Marilyn,Matz,"LogMeIn, Inc.",US,2014,2,62,Yes
Su-geun,Gwak,Lotte Shopping Co.,South Korea,2014,2,62,
H. Paulett,Eberhart,LPL Financial Holdings Inc.,US,2014,2,62,Yes
Robert P.,Beech,LSI Industries Inc.,US,2013,2,62,
Aleksandr,Vakhmistrov,LSR Group PJSC,Russia,2014,2,62,
Nachum,Shamir,Luminex Corporation,US,2014,2,62,
David ,Bellaire,Medical Facilities Corporation,Canada,2014,2,62,
Russell,Banham,MGM China Holdings Ltd.,Hong Kong,2014,2,62,
Peggy,Vaughan,"MoneyGram International, Inc.",US,2014,2,62,Yes
Douglas,Caster,Morgan Advanced Materials plc,UK,2014,2,62,
Michael V.,Schrock,MTS Systems Corporation,US,2014,2,62,
Ursula,Gather,Muenchener Rueckversicherungs-Gesellschaft AG,Germany,2014,2,62,Yes
Ron,McMillan,N Brown Group plc,UK,2013,2,62,
Randy,Zwirn,"Navigant Consulting, Inc.",US,2014,2,62,
Michael,Malone,New Senior Investment Group Inc.,US,2014,2,62,
Jose Maria,Aznar,News Corporation,US,2013,2,62,
Elaine L.,Chao,News Corporation,US,2013,2,62,Yes
Russell,Goodman,Northland Power Inc.,Canada,2014,2,62,
Galen,Cobb,NOW Inc.,US,2014,2,62,
James,Crandell,NOW Inc.,US,2014,2,62,
Brian,Shaw,NuVista Energy Ltd.,Canada,2014,2,62,
Michael L.,Bennett,OCI NV,Netherlands,2013,2,62,
Lawrence (Larry) E.,Washow,Oil-Dri Corporation of America,US,2013,2,62,
Barbara B.,Hill,"Omega Healthcare Investors, Inc.",US,2013,2,62,Yes
Sverre,Munck,Opera Software ASA,Norway,2014,2,62,
Werner,Brandt,Osram Licht AG,Germany,2014,2,62,
Randall,Stilley,Paragon Offshore plc,US,2014,2,62,
William,Browning,"Parsley Energy, Inc.",US,2014,2,62,
Richard,Daingerfield,Peapack-Gladstone Financial Corporation,US,2014,2,62,
Patrick,Kinsella,"PennyMac Financial Services, Inc.",US,2014,2,62,
Graziano Gianmichele,Visentin,Piaggio & C. S.p.A.,Italy,2014,2,62,
David,Friedland,Pick n Pay Stores Ltd,South Africa,2013,2,62,
Jianyi,Sun,"Ping An Bank Co., Ltd.",China,2014,2,62,
Songqi,Wang,"Ping An Bank Co., Ltd.",China,2014,2,62,
Petros,Pappas,Piraeus Bank SA,Greece,2014,2,62,
Krishnamurthy,Rajagopal,Porvair plc,UK,2014,2,62,
Mahesh,Shah,Power Grid Corporation of India Ltd,India,2013,2,62,
Sheldon,Steeves,PrairieSky Royalty Ltd.,Canada,2014,2,62,
Charles,Johnston,"Pzena Investment Management, Inc.",US,2014,2,62,
Willard,Dere,"Radius Health, Inc.",US,2014,2,62,
Christopher,Helms,Range Resources Corporation,US,2014,2,62,
Thomas,Morgan,Rayonier Advanced Materials Inc.,US,2014,2,62,
C. Thomas,McMillen,RCS Capital Corporation,US,2013,2,62,
Peter,Williams,Rightmove plc,UK,2014,2,62,
Anthony B.,Petrelli,"Ring Energy, Inc.",US,2013,2,62,
Robert A.,Maitland,Rock Energy Inc.,Canada,2013,2,62,
Linda,Cairnie,Rolls-Royce Holdings plc,UK,2014,2,62,Yes
Bernard,Dorval,RONA inc.,Canada,2013,2,62,
Shirley,Weis,"RTI Surgical, Inc.",US,2014,2,62,Yes
Jeffrey M. (Jeff),Jonas,"Sage Therapeutics, Inc.",US,2013,2,62,
Joo-Hwa,Yoon,Samsung C&T Corp.,South Korea,2013,2,62,
Seok-ju,Hong,"Samsung SDI Co., Ltd.",South Korea,2014,2,62,
Dan A.,Westbrook,"SandRidge Energy, Inc.",US,2013,2,62,
Mary,Little,Sandstorm Gold Ltd.,Canada,2014,2,62,Yes
Manuel,Custódio de Oliveira,Semapa - Sociedade de Investimento e Gestao S.A.,Portugal,2014,2,62,
Sylvia,Summers,Semtech Corporation,US,2013,2,62,Yes
Malcolm,Swallow,Silvercorp Metals Inc.,Canada,2013,2,62,
Sergey,Boev,Sistema JSFC,Russia,2013,2,62,
Peter,Mandelson,Sistema JSFC,Russia,2013,2,62,
Scott K.,Ginsburg,Sizmek Inc.,US,2013,2,62,
Joseph,Tesoriero,"Smart & Final Stores, Inc.",US,2014,2,62,
Francesco,Gori,Snam SpA,Italy,2013,2,62,
Tony,Bourne,Spire Healthcare Group plc,UK,2014,2,62,
Christopher P.,Albrecht,Starz,US,2013,2,62,
Eugene,Bissell,Superior Plus Corp.,Canada,2014,2,62,
Ann,Sherry,Sydney Airport,Australia,2014,2,62,Yes
Roy,Guthrie,Synchrony Financial,US,2014,2,62,
Tim,Bentsen,Synovus Financial Corp.,US,2014,2,62,
Harris,Pastides,Synovus Financial Corp.,US,2014,2,62,
Mercedes,Johnson,"Teradyne, Inc.",US,2014,2,62,Yes
Mark,Baldwin,"TETRA Technologies, Inc.",US,2014,2,62,
David,Friedland,The Foschini Group Ltd,South Africa,2013,2,62,
Adrian ,Ewer,The Go-Ahead Group plc,UK,2013,2,62,
Gregory,Lindstrom,The New Home Company Inc.,US,2014,2,62,
Cathey,Lowe,The New Home Company Inc.,US,2014,2,62,Yes
Sheila,Bair,Thomson Reuters Corporation,Canada,2014,2,62,Yes
Franco,Bertone,Tim Participacoes S.A.,Brazil,2013,2,62,
Doros,Constantinou,Titan Cement Company SA,Greece,2013,2,62,
Jacqueline,Tammenoms Bakker,TOMTOM NV,Netherlands,2014,2,62,Yes
Simon,Upfill-Brown,Trecora Resources,US,2014,2,62,
Anne,Phillips,"Trevena, Inc.",US,2014,2,62,Yes
Robin,Ferracone,"Trupanion, Inc.",US,2014,2,62,Yes
Michael,Daly,Tullow Oil plc,UK,2014,2,62,
Alexander W.,Smith,"Tumi Holdings, Inc.",US,2013,2,62,
Andre,Courville,Uni-Select Inc.,Canada,2014,2,62,
Ellen,Tressel,United Community Financial Corp.,US,2014,2,62,Yes
Bradford,Boston,"Vectrus, Inc.",US,2014,2,62,
Eric,Pillmore,"Vectrus, Inc.",US,2014,2,62,
Eugenia,Ulasewicz,Vince Holding Corp.,US,2014,2,62,Yes
Benjamin,Butcher,Washington Real Estate Investment Trust,US,2014,2,62,
Michael,Waites,Western Forest Products Inc.,Canada,2014,2,62,
Franz-Josef,Haslberger,Wienerberger AG,Austria,2014,2,62,
Alan J.,Murray,Wolseley plc,UK,2013,2,62,
Edward,Kelly,XL Group plc,US,2014,2,62,
Chin Chu,Lu,Yue Yuen Industrial (Holdings) Ltd.,Hong Kong,2014,2,62,
Heidi,Miller,HSBC Holdings plc,UK,2014,2,62,Yes
Harish,Manwani,QUALCOMM Incorporated,US,2014,2,62,
Manjari,Kacker,Indiabulls Housing Finance Ltd.,India,2014,1,62,Yes
Bob,MacKenzie,AA plc,UK,2014,1,62,
Joseph,Moskowitz,Aflac Incorporated,US,2015,1,62,
Daniel K.,Podolsky,"Agilent Technologies, Inc.",US,2015,1,62,
Claire,Gulmi,Air Methods Corporation,US,2015,1,62,Yes
Gerardo,Gutierrez Fuentes,"Albany Molecular Research, Inc.",US,2015,1,62,
Gregory,Garrison,"Allscripts Healthcare Solutions, Inc.",US,2015,1,62,
David,Pyott,"Alnylam Pharmaceuticals, Inc.",US,2015,1,62,
Aubrey,Zidenberg,Amaya Inc.,Canada,2014,1,62,
Bruce,Perkins,"Amedisys, Inc.",US,2015,1,62,
Ornella,Barra,AmerisourceBergen Corporation,US,2015,1,62,Yes
Woo-young,Lee,Amorepacific Group Inc.,South Korea,2015,1,62,
Philippe,Varin,Areva,France,2014,1,62,
Lawton,Fitt,ARM Holdings plc,UK,2015,1,62,Yes
Bert ,Arleros,Assa Abloy AB,Sweden,2015,1,62,
Victor,Perry III,Auto Trader Group plc,UK,2014,1,62,
Thomas,St. Dennis,"Axcelis Technologies, Inc.",US,2015,1,62,
Ron,McMillan,B&M European Value Retail SA,UK,2014,1,62,
Catherine,Best,Badger Daylighting Ltd.,Canada,2015,1,62,Yes
Daniel T.,MacInnis,Balmoral Resources Ltd.,Canada,2014,1,62,
A. Gail,Prudenti,"BankUnited, Inc.",US,2015,1,62,Yes
Spencer,Fleischer,Banner Corporation,US,2015,1,62,
D.K.,Mittal,Bharti Airtel Ltd.,India,2014,1,62,
Reinhold,Lunow,Borussia Dortmund GmbH & Co. KGaA,Germany,2014,1,62,
Newton Sergio de,Souza,Braskem S.A.,Brazil,2015,1,62,
Klaus,Huebner,Buwog AG,Austria,2014,1,62,
Gregory,Aliff,California Water Service Group,US,2015,1,62,
Barbara Kay,Ward,Caltex Australia Ltd.,Australia,2015,1,62,Yes
Lawrence,Sterrs,Camden National Corporation,US,2015,1,62,
Barry,Zubrow,Canadian Imperial Bank Of Commerce,Canada,2015,1,62,
John,Gates,"Care Capital Properties, Inc.",US,2015,1,62,
James,Crane,Cargojet Inc.,Canada,2015,1,62,
Lars R.,Sorensen,Carlsberg,Denmark,2015,1,62,
Jack L.,Stahl,"Catalent, Inc.",US,2014,1,62,
Steven J.,Anenen,"CDK Global, Inc.",US,2014,1,62,
Mauro Borges,Lemos,"Cemig, Companhia Energetica De Minas Gerais",Brazil,2015,1,62,
Richard,Lievense,Chemical Financial Corporation,US,2015,1,62,
Jinkui,Zhang,"China Shipbuilding Industry Co., Ltd.",China,2014,1,62,
Mark,Zoradi,"Cinemark Holdings, Inc.",US,2015,1,62,
Patrick,Graney,City Holding Company,US,2015,1,62,
Susan Mo Fong,Chow Woo,CK Hutchison Holdings Limited,Hong Kong,2015,1,62,Yes
Dominic Kai Ming,Lai,CK Hutchison Holdings Limited,Hong Kong,2015,1,62,
Robert,Skaggs,Cloud Peak Energy Inc.,US,2015,1,62,
Jose Octavio,Reyes Lagunes,Coca-Cola HBC AG,UK,2014,1,62,
Martine,Odillard,Coface SA,France,2015,1,62,Yes
Francis,Frantz,"Communications Sales & Leasing, Inc.",US,2015,1,62,
Ellen,Wolf,"Connecticut Water Service, Inc.",US,2015,1,62,Yes
Robert,Chapman,Cousins Properties Incorporated,US,2015,1,62,
Diane,Fulton,CPI Card Group Inc.,US,2015,1,62,Yes
Jack,Bouin,Credit agricole SA,France,2015,1,62,
Patrick,Kennedy,CRH plc,UK,2015,1,62,
Jeffrey J.,Leitzinger,CU Bancorp,US,2014,1,62,
Do-seong,Choi,Daewoo International Corp.,South Korea,2015,1,62,
Luke,Mayhew,DFS Furniture plc,UK,2014,1,62,
Byeong-won,Park,Doosan Infracore Co. Ltd.,South Korea,2015,1,62,
Martin,Vial,Electricite de France,France,2015,1,62,
Joan M.,Lamm-Tennant,Element Financial Corporation,Canada,2014,1,62,Yes
Luiz Eduardo Barata,Ferreira,"Eletrobras, Centrais Eletricas Brasileiras S.A.",Brazil,2015,1,62,
Alan,Kleier,Energen Corporation,US,2015,1,62,
Marie-Jose,Nadeau,Engie,France,2015,1,62,Yes
Allan L.,Leighton,Entertainment One Ltd.,UK,2014,1,62,
James,Shelton,"Envision Healthcare Holdings, Inc.",US,2015,1,62,
Keith ,Rattie,EP Energy Corporation,US,2015,1,62,
Mark E.,McGovern,"Esperion Therapeutics, Inc.",US,2014,1,62,
Elder,Granger,EXPRESS SCRIPTS HOLDING COMPANY,US,2015,1,62,
Thomas,O’Brien,"Fenix Parts, Inc.",US,2015,1,62,
Margaret,McCarthy,First American Financial Corporation,US,2015,1,62,Yes
Philippe,Narzul,Fonciere des regions,France,2015,1,62,
Jerry A.,Shore,"Fred's, Inc.",US,2014,1,62,
Xiangning,Xiao,"GD Power Development Co., Ltd.",China,2015,1,62,
Michael,Lynch-Bell,Gem Diamonds Ltd,UK,2015,1,62,
Mark,Malcolm,General Dynamics Corporation,US,2015,1,62,
Walter (Rick) R.,Wheeler,Geospace Technologies Corporation,US,2015,1,62,
Swe Guan,Lim,GPT Group,Australia,2015,1,62,
Andrew Charles Phillip,Carr-Locke,Grainger plc,UK,2015,1,62,
Thomas (Tom) E.,Henning,"Great Western Bancorp, Inc.",US,2015,1,62,
William,Hawkins,"Halyard Health, Inc.",US,2015,1,62,
Franck,Moison,Hanesbrands Inc.,US,2015,1,62,
Peter,Mawson,Henry Boot plc,UK,2015,1,62,
J. Taylor,Crandall,"Hilltop Holdings, Inc.",US,2015,1,62,
Colin,Keogh,Hiscox Ltd,UK,2015,1,62,
Jay C.,Longbottom,"Hurco Companies, Inc.",US,2015,1,62,
 Ji-su,Yoo,Hyundai Mobis Co.,South Korea,2015,1,62,
André,Martinez,Icade,France,2015,1,62,
Jean-Jacques,Bienaime,Incyte Corporation,US,2015,1,62,
Edward S.,Jacob III,"Independence Contract Drilling, Inc.",US,2014,1,62,
Ellen,Wolf,"InfraREIT, Inc.",US,2015,1,62,Yes
Myles,Lee,Ingersoll-Rand plc,US,2015,1,62,
Hamadoun,Toure,Inmarsat plc,UK,2015,1,62,
Rory B.,Riggs,"Intra-Cellular Therapies, Inc.",US,2014,1,62,
Nigel,Sheinwald,Invesco Ltd.,US,2015,1,62,
Monty,Allen,IRADIMED CORPORATION,US,2014,1,62,
Yunqing,Cai,"Jiangsu Yanghe Brewery Joint-Stock Co., Ltd.",China,2015,1,62,Yes
Michael,Deakin,JRP Group plc,UK,2014,1,62,
Woon-yeol,Choi,KB Financial Group Inc.,South Korea,2015,1,62,
Seok-ryeol,Yoo,KB Financial Group Inc.,South Korea,2015,1,62,
Dong-heon,Shin,KCC Corp.,South Korea,2015,1,62,
Veronica,Eng,Keppel Corporation Limited,Singapore,2015,1,62,Yes
Barry Paul,Olson,Kirkland Lake Gold Inc.,Canada,2014,1,62,
Ole,Johansson,Konecranes Plc,Finland,2015,1,62,
David,Pyott,Koninklijke Philips N.V.,Netherlands,2015,1,62,
Ho-eop,Kim,Korea Aerospace Industries Co. Ltd.,South Korea,2015,1,62,
Debra,Valentine,Lamprell plc,UK,2015,1,62,Yes
Matthias L.,Wolfgruber,Lanxess AG,Germany,2015,1,62,
Jun-geun,Choi,LG Electronics Inc.,South Korea,2015,1,62,
J. David,Wargo,Liberty Broadband Corporation,US,2015,1,62,
James (Jimmy),Iovine,"Live Nation Entertainment, Inc.",US,2014,1,62,
Robert,Hanser,LKQ Corporation,US,2015,1,62,
Grace Reksten,Skaugen,Lundin Petroleum AB,Sweden,2015,1,62,Yes
James R.,Buch,"Malibu Boats, Inc.",US,2014,1,62,
John E.,Stokely,"Malibu Boats, Inc.",US,2014,1,62,
Michael,Schewel,Markel Corporation,US,2015,1,62,
Peter A.,Bridgman,"Movado Group, Inc.",US,2014,1,62,
Joseph N.,Jaggers,National Fuel Gas Company,US,2015,1,62,
Lawrence,Rosano Jr.,"New York Community Bancorp, Inc.",US,2014,1,62,
Randolph C.,Read,"New York REIT, Inc.",US,2014,1,62,
C. Thomas,McMillen,"Nexstar Broadcasting Group, Inc.",US,2014,1,62,
E. Alan,Knowles,Niko Resources Ltd.,Canada,2014,1,62,
Robert,Conway,"NIVALIS THERAPEUTICS, INC.",US,2015,1,62,
Bryan,Pinney,North American Energy Partners Inc.,Canada,2015,1,62,
Michael,McCaffery,NVIDIA Corporation,US,2015,1,62,
Marten,Pieters,Oi S.A.,Brazil,2015,1,62,
Alan,Murray,"Owens-Illinois, Inc.",US,2015,1,62,
Richard,Friend,Oxford Instruments plc,UK,2014,1,62,
David,Cornhill,Painted Pony Petroleum Ltd.,Canada,2015,1,62,
Allan L.,Leighton,Pandora A/S,Denmark,2015,1,62,
David,Dorman,"PayPal Holdings, Inc.",US,2015,1,62,
Gordon,Kerr,Pembina Pipeline Corporation,Canada,2015,1,62,
Jane,Scaccetti,"Penn National Gaming, Inc.",US,2015,1,62,Yes
John,Brydson,Penn West Petroleum Ltd.,Canada,2014,1,62,
Matthias ,Bichsel,Petrofac Ltd,UK,2015,1,62,
Anne,Smith,PG&E Corporation,US,2015,1,62,Yes
John,Forbes,"Ply Gem Holdings, Inc.",US,2015,1,62,
Ju-hyeon,Kim,POSCO,South Korea,2015,1,62,
Byeong-won,Park,POSCO,South Korea,2015,1,62,
Timothy,Leaf-Wright,PPC Ltd,South Africa,2015,1,62,
Karel,De Gucht,Proximus,Belgium,2015,1,62,
Patrick Ernest,Burton,PSG Konsult Ltd,South Africa,2014,1,62,
Richard,Dreiling,"PulteGroup, Inc.",US,2015,1,62,
John-Paul,Besong,"QCR Holdings, Inc.",US,2015,1,62,
Charles,Slacik,Quidel Corporation,US,2015,1,62,
Richard P.,Palmieri,"Radiant Logistics, Inc.",US,2014,1,62,
Patrick,Deconinck,"Real Industry, Inc.",US,2015,1,62,
Liz,Peace,Redrow plc,UK,2014,1,62,Yes
Manjari,Kacker,Reliance Communications Ltd.,India,2014,1,62,Yes
Martin,Vial,Renault,France,2015,1,62,
Leonard A.,Schlesinger,"Restoration Hardware Holdings, Inc.",US,2014,1,62,
Bonnie,Brooks,Rogers Communications Inc.,Canada,2015,1,62,Yes
Kevin,Smith,Rolls-Royce Holdings plc,UK,2015,1,62,
Ross,McInnes,Safran,France,2015,1,62,
Philip N.,Green,Saga plc,UK,2014,1,62,
Ray,King,Saga plc,UK,2014,1,62,
Gareth,Williams,Saga plc,UK,2014,1,62,
Sung-Bin,Jeon,Samsung C&T Corp.,South Korea,2014,1,62,
Clement,Booth,Santam Ltd,South Africa,2015,1,62,
Rob Jan,Renders,Sappi Ltd,South Africa,2015,1,62,
Gregory,Aliff,SCANA Corporation,US,2015,1,62,
Edward J.,DiPaolo,Seventy Seven Energy Inc.,US,2014,1,62,
Tony,Osbaldiston,Severfield plc,UK,2014,1,62,
Angela,Strank,Severn Trent plc,UK,2014,1,62,Yes
Joo-young,Kim,Shinsegae Co.,South Korea,2015,1,62,
Min-hui,Han,SK Innovation Co. Ltd.,South Korea,2015,1,62,
Betsy,Atkins,SL Green Realty Corp.,US,2015,1,62,Yes
Lawrence,Jackson,"Snyder's-Lance, Inc.",US,2015,1,62,
Douglas,McTaggart,Spark Infrastructure Group,Australia,2015,1,62,
Robert L.,Fornaro,"Spirit Airlines, Inc.",US,2014,1,62,
Margaret Anne,Jackson,Spotless Group Holdings Ltd.,Australia,2014,1,62,Yes
Ricky,Puckett,SPX Corporation,US,2015,1,62,
Craig,Thompson,Sterling Bancorp,US,2015,1,62,
Enrique Andres,Cibie Bluth,Sun International Ltd,South Africa,2014,1,62,
Louise,Goeser,Talen Energy Corp,US,2015,1,62,Yes
Waters,Davis,Targa Resources Corp.,US,2015,1,62,
Candace ,Duncan,Teleflex Incorporated,US,2015,1,62,Yes
Martin,Vial,Thales,France,2015,1,62,
Deborah,Close,The Descartes Systems Group Inc.,Canada,2015,1,62,Yes
Ira,Zecher,"The Habit Restaurants, Inc.",US,2014,1,62,
Jody,Keller,The York Water Company,US,2015,1,62,Yes
Barry,Salzberg,Thomson Reuters Corporation,Canada,2015,1,62,
Edmond,Thomas,"Tilly's, Inc.",US,2015,1,62,
Victor Anthony,Perry,"TrueCar, Inc.",US,2015,1,62,
John,Sahlberg,"US Ecology, Inc.",US,2015,1,62,
Lirio Albino,Parisotto,Usinas Siderurgicas De Minas Gerais S.A. - USIMINAS,Brazil,2015,1,62,
Joseph S.,"Tibbetts, Jr.","Vivint Solar, Inc.",US,2014,1,62,
Oprah,Winfrey,"Weight Watchers International, Inc.",US,2015,1,62,Yes
Jacqueline,Tammenoms Bakker,Wendel,France,2015,1,62,Yes
Stewart,Oades,Wincanton plc,UK,2014,1,62,
Marla,Glabe,Wintrust Financial Corporation,US,2015,1,62,Yes
David S.,Mulcahy,Workiva Inc.,US,2014,1,62,
Stephen,Hubbard,Workspace Group plc,UK,2014,1,62,
James,Prokopanko,Xcel Energy Inc.,US,2015,1,62,
Dennis,Oklak,"Xenia Hotels & Resorts, Inc.",US,2015,1,62,
Claus-Michael,Dill,XL Group plc,US,2015,1,62,
Cordia,Harrington,"Zoe's Kitchen, Inc.",US,2015,1,62,Yes
Alec,Taylor,"Zoe's Kitchen, Inc.",US,2015,1,62,
Cynthia,Rask,"Zynerba Pharmaceuticals, Inc.",US,2015,1,62,Yes
David Michael,Gonski,Australia and New Zealand Banking Group Ltd.,Australia,2014,1,62,
Malcolm,Brinded,BHP Billiton Limited,Australia,2014,1,62,
Malcolm,Brinded,BHP Billiton plc,UK,2014,1,62,
Inge,Thulin,Chevron Corporation,US,2015,1,62,
Shirish Moreshwar,Apte,Commonwealth Bank Of Australia,Australia,2014,1,62,
Philip,Hampton,GlaxoSmithKline plc,UK,2015,1,62,
Werner,Geissler,Philip Morris International Inc.,US,2015,1,62,
Pamela,Kirby,Reckitt Benckiser Group plc,UK,2015,1,62,Yes
Richard,Lifton,Roche Holding Ltd,Switzerland,2015,1,62,
Roy,Franklin,Statoil ASA,Norway,2015,1,62,
Mark,Loughridge,The Dow Chemical Company,US,2015,1,62,
Linda,Gooden,"The Home Depot, Inc.",US,2015,1,62,Yes
Donald A.,Colvin,"Agilysys, Inc.",US,2015,0,62,
Pamela Josephine,Kirby,Akzo Nobel NV,Netherlands,2016,0,62,Yes
John,Plant,Alcoa Inc.,US,2016,0,62,
Jonathan,Judge,"Allscripts Healthcare Solutions, Inc.",US,2016,0,62,
Clifford,Press,Altisource Residential Corporation,US,2016,0,62,
Frederick,Arnold,"Ambac Financial Group, Inc.",US,2016,0,62,
David E.,Van Zandt,AMC Networks Inc.,US,2015,0,62,
