FirstName,LastName,Company,Country,Director since,Tenure,Age,Female
Thomas Graham,Kahn,Sterling Bancorp,US,2004,12,73,
Robert,Clarke,Stewart Information Services Corporation,US,2004,12,73,
Frederick O.,Hanser,Stifel Financial Corp.,US,2003,12,73,
Didier,Lombard,STMicroelectronics NV,Netherlands,2004,12,73,
Didier,Lombard,Technicolor,France,2004,12,73,
Robert,Goldman,Tesoro Corporation,US,2004,12,73,
Kalyan,Banerjee,UPL Limited,India,2003,12,73,
Reena,Ramachandran,UPL Limited,India,2003,12,73,Yes
Henry,Beinstein,Vector Group Ltd.,US,2004,12,73,
William,Madison,Vermilion Energy Inc,Canada,2004,12,73,
James,Loy,Lockheed Martin Corporation,US,2005,11,73,
George,Bayly,ACCO Brands Corporation,US,2005,11,73,
Richard J.,Berman,"Advaxis, Inc.",US,2005,11,73,
Robert,Howe,American Equity Investment Life Holding Company,US,2005,11,73,
Lewis B.,Kaden,ArcelorMittal,Luxembourg,2005,11,73,
Cornelius,Martens,Artis Real Estate Investment Trust,Canada,2004,11,73,
John A.,McNeil,Atlantic Power Corporation,US,2004,11,73,
Elizabeth ,Daley,"Avid Technology, Inc.",US,2005,11,73,Yes
Ruston,Goepel,Baytex Energy Corp.,Canada,2005,11,73,
Carlos E.,Mazzorin,BRP Inc.,Canada,2004,11,73,
Robert J.,Birgeneau,Cabot Microelectronics Corporation,US,2005,11,73,
W. Reay,Mackay,Canadian Real Estate Investment Trust,Canada,2005,11,73,
Philip,Lochner,CMS Energy Corporation,US,2005,11,73,
Charles H.,Sweetman,CU Bancorp,US,2004,11,73,
Bryan R.,Roub,"Fairchild Semiconductor International, Inc.",US,2004,11,73,
Robert,Latella,"Financial Institutions, Inc.",US,2005,11,73,
Jerry A.,Edgerton,"General Communication, Inc.",US,2004,11,73,
Paul,Danos,"General Mills, Inc.",US,2004,11,73,
Michael D.,Rose,"General Mills, Inc.",US,2004,11,73,
John,Murdoch,"Glacier Bancorp, Inc.",US,2005,11,73,
Lawrence,Karlson,"H&E Equipment Services, Inc.",US,2005,11,73,
David ,Ederer,"HomeStreet, Inc.",US,2005,11,73,
Jack,Greenberg,"InnerWorkings, Inc.",US,2005,11,73,
Jay,Johnston,Luminex Corporation,US,2005,11,73,
Ivor (Ike) J.,Evans,"Meritor, Inc.",US,2005,11,73,
Frans,De Cock,"Mohawk Industries, Inc.",US,2005,11,73,
Craig G.,Matthews,National Fuel Gas Company,US,2005,11,73,
Ronald,Badie,"Nautilus, Inc.",US,2005,11,73,
Philip J.,Quigley,"Nuance Communications, Inc.",US,2005,11,73,
Peter,Farrell,"NuVasive, Inc.",US,2005,11,73,
Brian H.,Dovey,"Orexigen Therapeutics, Inc.",US,2004,11,73,
Frank,Risch,Pioneer Natural Resources Company,US,2005,11,73,
Jenne,Britell,Quest Diagnostics Incorporated,US,2005,11,73,Yes
Lawrence,Levitt,"RadNet, Inc.",US,2005,11,73,
Richard,Howell,"Red Robin Gourmet Burgers, Inc.",US,2005,11,73,
Murray,Levin,RESOURCE CAPITAL CORP.,US,2005,11,73,
Charles William,Birchall,Rogers Communications Inc.,Canada,2005,11,73,
James,Dalton,Select Medical Holdings Corporation,US,2005,11,73,
Ashwin Suryakant,Dani,Sun Pharmaceutical Industries Ltd.,India,2004,11,73,
M. James,Barrett,"Supernus Pharmaceuticals, Inc.",US,2005,11,73,
Kenneth Chin-ming,Lo,"The Bank Of East Asia, Limited",Hong Kong,2005,11,73,
Charles J.,Swindells,"The Greenbrier Companies, Inc.",US,2005,11,73,
James,Irwin,Titan Machinery Inc.,US,2005,11,73,
George,Bayly,"TreeHouse Foods, Inc.",US,2005,11,73,
Gary,Smith,"TreeHouse Foods, Inc.",US,2005,11,73,
Chester A.,Crocker,Universal Corporation,US,2004,11,73,
Isabella,Cunningham,Viad Corp,US,2005,11,73,Yes
Ronald T.,Maheu,Virtusa Corporation,US,2004,11,73,
Ernst-Ludwig,Winnacker,Wacker Chemie AG,Germany,2005,11,73,
Gary,Valade,Westinghouse Air Brake Technologies Corporation,US,2005,11,73,
Ronald,Maheu,WEX Inc.,US,2005,11,73,
W. James,Farrell,Abbott Laboratories,US,2006,10,73,
Manfred,Bischoff,Daimler AG,Germany,2006,10,73,
Orin C.,Smith,The Walt Disney Company,US,2006,10,73,
Lance,Liebman,Brookfield Asset Management Inc.,Canada,2005,10,73,
Gary,Filmon,Canadian Natural Resources Limited,Canada,2006,10,73,
Jean-Marie,Toulouse,Canam Group Inc.,Canada,2006,10,73,
Charles,Gifford,CBS Corporation,US,2006,10,73,
Richard ,McCoy,Chorus Aviation Inc.,Canada,2006,10,73,
James,Miller,Clean Energy Fuels Corp.,US,2006,10,73,
Carolee,Friedlander,DSW Inc.,US,2005,10,73,Yes
Harvey L.,Sonnenberg,DSW Inc.,US,2005,10,73,
Pedro Sampaio,Malan,EDP - Energias Do Brasil SA,Brazil,2006,10,73,
Barry,Diller,"Expedia, Inc.",US,2005,10,73,
Alex,Mandl,Gemalto,Netherlands,2006,10,73,
David ,Prupas,Great Canadian Gaming Corporation,Canada,2006,10,73,
Fred D.,Ayers,"Ingles Markets, Incorporated",US,2006,10,73,
Jeffrey,Miro,"L Brands, Inc.",US,2006,10,73,
David E.,Rapley,Liberty Global plc,US,2005,10,73,
Piyush,Mankad,Mahindra & Mahindra Financial Services Limited,India,2005,10,73,
Gilberto,Benetton,Mediobanca SPA,Italy,2005,10,73,
Frank,Noonan,"NewStar Financial, Inc.",US,2006,10,73,
Robert A.,Stefanko,OMNOVA Solutions Inc.,US,2006,10,73,
John F.,Turner,Peabody Energy Corporation,US,2005,10,73,
Ed,Loughry,"Pinnacle Financial Partners, Inc.",US,2006,10,73,
Michael,Ward,Ramco-Gershenson Properties Trust,US,2006,10,73,
Richard J.,Himelfarb,Stifel Financial Corp.,US,2005,10,73,
Wolf-Dieter,Baumgartl,Talanx AG,Germany,2006,10,73,
Jack,Greenberg,The Western Union Company,US,2006,10,73,
Lloyd,Newton,Torchmark Corporation,US,2006,10,73,
Manfred,Bischoff,UniCredit SpA,Italy,2006,10,73,
Jenne,Britell,"United Rentals, Inc.",US,2006,10,73,Yes
Richard W.,Dugan,Vanda Pharmaceuticals Inc.,US,2005,10,73,
S. James,Nelson,"W&T Offshore, Inc.",US,2006,10,73,
Christopher,Steffen,W. R. Grace & Co.,US,2006,10,73,
Hugh,Durden,"WEB.COM GROUP, INC.",US,2006,10,73,
Jerome C.,Keller,WebMD Health Corp.,US,2005,10,73,
Michael,Grobstein,Bristol-Myers Squibb Company,US,2007,9,73,
Leo,Mullin,Chubb Limited,US,2007,9,73,
Robert,Jenkins,ACCO Brands Corporation,US,2007,9,73,
John E.,Parker,Airbus Group,Netherlands,2007,9,73,
Richard B.,Myers,Aon plc,US,2006,9,73,
F. Sedgwick,Browne,"Argo Group International Holdings, Ltd.",US,2007,9,73,
Peter A.,Hegedus,AZZ incorporated,US,2006,9,73,
Ettore,Caselli,Banca Popolare dell'Emilia Romagna,Italy,2007,9,73,
Eric,Brown,Bankers Petroleum Ltd.,Canada,2006,9,73,
Frank M.,Bumstead,Brookdale Senior Living Inc.,US,2006,9,73,
Claude A.,Garcia,BTB Real Estate Investment Trust,Canada,2006,9,73,
Timothy,Price,"Canadian Tire Corporation, Limited",Canada,2007,9,73,
Theodor,Krantz,COGNEX CORPORATION,US,2007,9,73,
Bruce A.,Stevens,"Collectors Universe, Inc.",US,2006,9,73,
David,Lemmon,Deltic Timber Corporation,US,2007,9,73,
Giuseppe,Alessandria,Diasorin S.p.A,Italy,2007,9,73,
Robert,Howe,EMC Insurance Group Inc.,US,2007,9,73,
Jerry,Ryan,"EMCOR Group, Inc.",US,2007,9,73,
Godfrey M.,Long Jr.,"Ennis, Inc.",US,2006,9,73,
Philippe,Geslin,Euro Disney SCA,France,2007,9,73,
James,Parker,"First Citizens BancShares, Inc.",US,2007,9,73,
Steven A.,Kriegsman,"Galena Biopharma, Inc.",US,2006,9,73,
Xavier,Guille des Buttes,Genfit,France,2006,9,73,
James,Wallace,Gentex Corporation,US,2007,9,73,
Kailash Nath,Bhandari,Hindalco Industries Ltd,India,2006,9,73,
Lorne,Brown,Inter Pipeline Ltd.,Canada,2007,9,73,
Stephen,Bollenbach,KB Home,US,2007,9,73,
Tony,Lowrie,Kenmare Resources plc,UK,2006,9,73,
Richard M.,Gabrys,La-Z-Boy Incorporated,US,2006,9,73,
John,Koerner,Lamar Advertising Company,US,2007,9,73,
Badri Nath,Shukla,LIC Housing Finance Ltd.,India,2006,9,73,
Stephen,Bollenbach,"Macy's, Inc.",US,2007,9,73,
Robert,Stefanko,"Myers Industries, Inc.",US,2007,9,73,
A. Charles,Fischer,Neogen Corporation,US,2006,9,73,
Arthur,McElwee,Old National Bancorp,US,2007,9,73,
Robert,Clarke,"Ormat Technologies, Inc.",US,2007,9,73,
Richard,Meyerowich,"Pzena Investment Management, Inc.",US,2007,9,73,
Michael,Sherman,"RadNet, Inc.",US,2007,9,73,
Robert (Bob) P.,Saltzman,"Raymond James Financial, Inc.",US,2007,9,73,
Isidro,Fainé Casas,Repsol SA,Spain,2007,9,73,
Fritz,Frohlich,Rexel,France,2007,9,73,
Fred,Banks Jr.,"Sanderson Farms, Inc.",US,2007,9,73,
Michael J.,Regan,Scientific Games Corporation,US,2006,9,73,
Rui Jose da,Cunha,SJM Holdings Ltd.,Hong Kong,2006,9,73,
Aldo,Poli,Societa Cattolica di Assicurazioni,Italy,2007,9,73,
J. Larry,Nichols,Sonic Corp.,US,2007,9,73,
Subodh K.,Bhargava,Tata Steel Ltd.,India,2006,9,73,
Oren,Shaffer,Terex Corporation,US,2007,9,73,
Catherine,Rein,The Bank of New York Mellon Corporation,US,2007,9,73,Yes
John,Lane,THE FIRST OF LONG ISLAND CORPORATION,US,2007,9,73,
Hiroaki,Shigeta,THE MEDICINES COMPANY,US,2007,9,73,
Nickolas,Vande Steeg,Westinghouse Air Brake Technologies Corporation,US,2007,9,73,
Robert,McTeer,"Westwood Holdings Group, Inc.",US,2007,9,73,
Togo,West,Bristol-Myers Squibb Company,US,2008,8,73,
Jan H.,Suwinski,"ACI Worldwide, Inc.",US,2007,8,73,
Paul M.,Hazen,"Blackhawk Network Holdings, Inc.",US,2007,8,73,
David,Bonderman,Caesars Entertainment Corporation,US,2008,8,73,
Dennis,Suskind,CME Group Inc.,US,2008,8,73,
John ,Dixon,"Columbia Property Trust, Inc.",US,2008,8,73,
Frederick,Kanner,E*TRADE Financial Corporation,US,2008,8,73,
John,Clarkeson,Eversource Energy,US,2008,8,73,
John C.,Shoemaker,"Extreme Networks, Inc.",US,2007,8,73,
D. Stephen,Martz,F.N.B. Corporation,US,2008,8,73,
Elizabeth,Lake,Fidessa Group plc,UK,2008,8,73,Yes
Togo,West,"FuelCell Energy, Inc.",US,2008,8,73,
William,Hill,"Hilltop Holdings, Inc.",US,2008,8,73,
Melbourne F.,Yull,Intertape Polymer Group Inc.,Canada,2007,8,73,
Michael N.,Hammes,James Hardie Industries plc,Australia,2007,8,73,
Subodh K.,Bhargava,Larsen & Toubro Ltd,India,2007,8,73,
Sherrill,Hudson,Lennar Corporation,US,2008,8,73,
Ken,Miller,Loews Corporation,US,2008,8,73,
A. Bart,Holaday,"MDU Resources Group, Inc.",US,2008,8,73,
Peter,Dicks,Mears Group plc,UK,2008,8,73,
Richard,Fernandez,"Meridian Bancorp, Inc.",US,2008,8,73,
Gordon,Hall,Nanoco Group plc,UK,2007,8,73,
James,Rand,Noodles & Company,US,2008,8,73,
Eike,Von der Linden,Nostrum Oil & Gas plc,UK,2007,8,73,
Donald M.,Shumka,Paladin Energy Ltd.,Australia,2007,8,73,
Thomas P.,Gerrity,PharMerica Corporation,US,2007,8,73,
Thomas,Tucker,Primoris Services Corporation,US,2008,8,73,
Norman,Bobins,"PrivateBancorp, Inc.",US,2008,8,73,
Claudine,Bienaime,Publicis Groupe SA,France,2008,8,73,Yes
Yogendra K.,Narain,Reliance Power Ltd.,India,2007,8,73,
Karl,Ehlerding,Salzgitter AG,Germany,2008,8,73,
Richard ,Paterson,Silver Standard Resources Inc.,Canada,2008,8,73,
Gunter,Thielen,Sixt SE,Germany,2008,8,73,
Thomas,Adams,Synergy Pharmaceuticals Inc.,US,2008,8,73,
Howard,Greene,"Tandem Diabetes Care, Inc.",US,2008,8,73,
Jacobus,Schraven,Tata Steel Ltd.,India,2007,8,73,
Lorie,Waisberg,Tembec Inc.,Canada,2008,8,73,
Peter,May,Tiffany & Co.,US,2008,8,73,
George,Newbill,Tredegar Corporation,US,2008,8,73,
Thomas S.,Postek,UniFirst Corporation,US,2008,8,73,
Joe,Colvin,"US Ecology, Inc.",US,2008,8,73,
William D.,Sanders,"Western Refining, Inc.",US,2007,8,73,
Marshall C.,Turner Jr.,"Xilinx, Inc.",US,2007,8,73,
Richard,Keyser,Zebra Technologies Corporation,US,2008,8,73,
Maurice,Tchenio,Altran Technologies,France,2009,7,73,
John,Parker,Anglo American plc,UK,2009,7,73,
James,McNulty,"ARC Document Solutions, Inc.",US,2009,7,73,
Michael ,Rayfield,ATCO Ltd.,Canada,2009,7,73,
Gary,Goodman,Boardwalk Real Estate Investment Trust,Canada,2009,7,73,
David,Barrett,"C. R. Bard, Inc.",US,2009,7,73,
John,Kelly,"C. R. Bard, Inc.",US,2009,7,73,
Arthur,Ryan,"Citizens Financial Group, Inc.",US,2009,7,73,
Fredric,Corrigan,Clearwater Paper Corporation,US,2009,7,73,
L. William (Bill),Krause,"Coherent, Inc.",US,2009,7,73,
Robert Fitz-Gerald,Shaw,Credit Corp Group Ltd.,Australia,2008,7,73,
L. Patrick,Gage,"Cytokinetics, Incorporated",US,2009,7,73,
Lawrence,Zimmerman,Delphi Automotive PLC,US,2009,7,73,
Gary,Filmon,Exchange Income Corporation,Canada,2009,7,73,
Alan,Hill,Gold Fields Ltd,South Africa,2009,7,73,
Jeffrey,Somers,Government Properties Income Trust,US,2009,7,73,
Bimal,Jalan,Housing Development Finance Corp. Ltd.,India,2008,7,73,
W. Warren,Holmes,HudBay Minerals Inc.,Canada,2009,7,73,
Alan,Lenczner,HudBay Minerals Inc.,Canada,2009,7,73,
Daryl K.,Henze,INTL FCStone Inc.,US,2009,7,73,
Barry,Goldstein,"Kraton Performance Polymers, Inc.",US,2009,7,73,
Jacob,Frenkel,Loews Corporation,US,2009,7,73,
James M.,Anderson,"Meridian Bioscience, Inc.",US,2009,7,73,
William,George,"Power Integrations, Inc.",US,2009,7,73,
John,Williams,"Preferred Apartment Communities, Inc.",US,2009,7,73,
Steven,Kessler,RESOURCE CAPITAL CORP.,US,2009,7,73,
Wayland R.,Hicks,"Schnitzer Steel Industries, Inc.",US,2009,7,73,
Jeffrey,Somers,Senior Housing Properties Trust,US,2009,7,73,
Douglas R.,King,Silicon Graphics International Corp.,US,2008,7,73,
David,Rose,Super Group Ltd,South Africa,2008,7,73,
Subodh K.,Bhargava,Tata Motors Ltd.,India,2008,7,73,
Piyush G.,Mankad,Tata Power Company Ltd.,India,2008,7,73,
Vance,Opperman,TCF Financial Corporation,US,2009,7,73,
Isidro,Fainé Casas,"The Bank Of East Asia, Limited",Hong Kong,2009,7,73,
Thomas,Adams,"Trovagene, Inc.",US,2009,7,73,
Pierre,Breuil,Vicat,France,2009,7,73,
Valery,Musin,Gazprom PJSC,Russia,2009,6,73,
John,Poulter,4imprint Group plc,UK,2010,6,73,
James,McNulty,American States Water Company,US,2010,6,73,
Ed,Southey,Assore Ltd,South Africa,2009,6,73,
B. Prasada,Rao,Bharat Heavy Electricals Ltd.,India,2009,6,73,
Jacob,Frenkel,"Boston Properties, Inc.",US,2010,6,73,
Charles ,Jago,Canfor Pulp Products Inc.,Canada,2010,6,73,
Ian,Greenberg,Cineplex Inc.,Canada,2010,6,73,
Bernd,Wiedemann,Delphi Automotive PLC,US,2010,6,73,
James,Packard,"Douglas Dynamics, Inc.",US,2010,6,73,
M.J.,Subbaiah,Eicher Motors Limited,India,2009,6,73,
Marvin,Burkett,"Entegris, Inc.",US,2010,6,73,
Richard,Stover,ERIE INDEMNITY COMPANY,US,2010,6,73,
Stuart,Anderson,Eurofins Scientific SE,Luxembourg,2010,6,73,
Timothy,Price,Fairfax Financial Holdings Limited,Canada,2010,6,73,
Vincent,Tese,"FCB Financial Holdings, Inc.",US,2010,6,73,
L.V.,McGuire,"Flotek Industries, Inc.",US,2010,6,73,
Michael,Ruettgers,Gigamon Inc.,US,2010,6,73,
William A.,Hasler,"Globalstar, Inc.",US,2009,6,73,
David,Appel,goeasy Ltd.,Canada,2010,6,73,
Robert T.,Blakely,"Greenhill & Co., Inc.",US,2009,6,73,
M. Anthony,Burns,Huntsman Corporation,US,2010,6,73,
Claude,Lamoureux,Industrial Alliance Insurance and Financial Services Inc.,Canada,2010,6,73,
Jean Paul,Fitoussi,Intesa SanPaolo SPA,Italy,2010,6,73,
Gil J.,Van Lunsen,"M/A-COM Technology Solutions Holdings, Inc.",US,2010,6,73,
Michael,Karfunkel,National General Holdings Corp.,US,2010,6,73,
James,Declusin,Northwest Pipe Company,US,2010,6,73,
Wolfgang,Berndt,OMV AG,Austria,2010,6,73,
Leslie,Baker,Park Sterling Corporation,US,2010,6,73,
James,Kackley,"Perficient, Inc.",US,2010,6,73,
Robert,McCullough,"Primerica, Inc.",US,2010,6,73,
Raymond W. (Bill),Anderson,Raptor Pharmaceutical Corp.,US,2009,6,73,
Keith,Hellawell,Sports Direct International plc,UK,2009,6,73,
John,Newbury,Super Group Ltd,South Africa,2009,6,73,
Ashok K.,Basu,Tata Power Company Ltd.,India,2009,6,73,
Nicholas,Chabraja,"Tower International, Inc.",US,2010,6,73,
Ronald,Iverson,"TTM Technologies, Inc.",US,2010,6,73,
Michael,Morrissey,"Waddell & Reed Financial, Inc.",US,2010,6,73,
Mark,Johnson,Westfield Corp,Australia,2010,6,73,
George,Eksteen,Zeder Investments Ltd,South Africa,2009,6,73,
Vijay L.,Kelkar,Tata Consultancy Services Ltd.,India,2010,5,73,
Richard,Daley,The Coca-Cola Company,US,2011,5,73,
Gregory T.,Barmore,"A. Schulman, Inc.",US,2010,5,73,
Juma,Mwapachu,Acacia Mining plc,UK,2011,5,73,
Ashwin Suryakant,Dani,ACC Ltd.,India,2011,5,73,
Maurice,Tchenio,Albioma,France,2011,5,73,
Thomas,Ketteler,"American Eagle Outfitters, Inc.",US,2011,5,73,
Bill,Urmson,Assore Ltd,South Africa,2010,5,73,
Giorgio,Cirla,Astaldi SPA,Italy,2010,5,73,
James,Helin,"Calavo Growers, Inc.",US,2011,5,73,
L. William,Krause,"CommScope Holding Company, Inc.",US,2011,5,73,
Christopher,Anderson,"Douglas Emmett, Inc.",US,2011,5,73,
Detlef,Bierbaum,Dream Global Real Estate Investment Trust,Canada,2011,5,73,
Ronald,Atkey,Entertainment One Ltd.,UK,2010,5,73,
David A.,Thompson,Exact Sciences Corporation,US,2010,5,73,
Richard,Allert,Genesee & Wyoming Inc.,US,2011,5,73,
Pedro,Jimenez,Hochtief AG,Germany,2011,5,73,
Milburn,Adams,"Home BancShares, Inc.",US,2011,5,73,
Barry,Diller,IAC/InterActiveCorp,US,2010,5,73,
William,Dunkelberg,"INDEPENDENCE REALTY TRUST, INC.",US,2011,5,73,
Vijay Laxman,Kelkar,JSW Steel Ltd.,India,2010,5,73,
David,Bonderman,"Kite Pharma, Inc.",US,2011,5,73,
Jacqueline,Simkin,Ladenburg Thalmann Financial Services Inc.,US,2011,5,73,Yes
Vijay Laxman,Kelkar,Lupin Ltd.,India,2010,5,73,
David M.,Kelly,"Mesa Laboratories, Inc.",US,2010,5,73,
Raymond,Hipp,"NeoGenomics, Inc.",US,2011,5,73,
Ashok Kumar,Mahindra,Nestle India Ltd.,India,2011,5,73,
B R,Shetty,NMC Health plc,UK,2011,5,73,
Denise Irene,Bradley,Seek Ltd.,Australia,2010,5,73,Yes
David G.,Elkins,"Spirit Airlines, Inc.",US,2010,5,73,
Roger,Withers,Sportech plc,UK,2011,5,73,
John,Kelly,THE MEDICINES COMPANY,US,2011,5,73,
Adhemar Gabriel,Bahadian,Tim Participacoes S.A.,Brazil,2010,5,73,
Tommy G.,Thompson,United Therapeutics Corporation,US,2010,5,73,
William,Granberry,"WPX Energy, Inc.",US,2011,5,73,
Oren,Shaffer,"XPO Logistics, Inc.",US,2011,5,73,
Robert,Friedman,YRC Worldwide Inc.,US,2011,5,73,
Stephen,Bollenbach,"Mondelez International, Inc.",US,2012,4,73,
Chung Hyun,Lee,"BBCN Bancorp, Inc.",US,2011,4,73,
Ronald,Floto,"Bemis Company, Inc.",US,2012,4,73,
James,Mastrian,Biglari Holdings Inc.,US,2012,4,73,
Harold,Giles,Clearwater Seafoods Incorporated,Canada,2011,4,73,
Wolfgang,Clement,Deutsche Wohnen AG,Germany,2011,4,73,
Vasco Joaquim Rocha,Vieira,EDP-Energias de Portugal S.A,Portugal,2012,4,73,
Galia,Maor,"Equity One, Inc.",US,2012,4,73,Yes
Charles,Gifford,Eversource Energy,US,2012,4,73,
Paul,La Camera,Eversource Energy,US,2012,4,73,
Robert,McCarthy,F.N.B. Corporation,US,2012,4,73,
Nathaniel D.,Woodson,"First Niagara Financial Group, Inc.",US,2011,4,73,
Carol,Raphael,"Henry Schein, Inc.",US,2012,4,73,Yes
Dennis,LaBarre,"Hyster-Yale Materials Handling, Inc.",US,2012,4,73,
Michael D.,Eisner,IAC/InterActiveCorp,US,2011,4,73,
John,Koerner,IBERIABANK Corporation,US,2012,4,73,
Hans,Selzer,Indus Holding AG,Germany,2012,4,73,
Lloyd,Newton,"L-3 Communications Holdings, Inc.",US,2012,4,73,
David E.,Rapley,Liberty Media Corporation,US,2011,4,73,
Peter David,Wilson,Meridian Energy Ltd.,New Zealand,2011,4,73,
Neil,Yeston,"MiMedx Group, Inc.",US,2012,4,73,
David,Botstein,"Pacific Biosciences of California, Inc.",US,2012,4,73,
Hernan Juan Jose,Martinez Torres,Pacific Exploration and Production Corporation,Canada,2011,4,73,
Andrew,Thomas,Playtech plc,UK,2012,4,73,
Friedrich,Frohlich,Prysmian S.p.A.,Italy,2011,4,73,
John,Hanna,Russel Metals Inc.,Canada,2012,4,73,
Antonio,Sanchez,Sanchez Energy Corporation,US,2012,4,73,
Jeffrey,Somers,Select Income REIT,US,2012,4,73,
Jean-Yves,Durance,Sequana,France,2012,4,73,
Larry,Lanie,"Southwest Bancorp, Inc.",US,2012,4,73,
Kenneth,Reiss,"The Children's Place, Inc.",US,2012,4,73,
Leo,Mullin,TransUnion,US,2012,4,73,
Thomas,Gibson,"TrueCar, Inc.",US,2012,4,73,
Fred S.,Klipsch,VOXX International Corporation,US,2011,4,73,
Tak Hay,Chau,Wheelock & Co. Ltd.,Hong Kong,2012,4,73,
David Martin Maxfield,Dutton,Zoopla Property Group plc,UK,2012,4,73,
Elaine,Wynn,"Activision Blizzard, Inc.",US,2013,3,73,Yes
Colin H.,Steyn,Asanko Gold Inc.,Canada,2012,3,73,
Flavio,Dezzani,ASTM S.p.A.,Italy,2013,3,73,
Catherine,Freedberg,"Bank of the Ozarks, Inc.",US,2013,3,73,Yes
Ian,Greenberg,BCE Inc.,Canada,2013,3,73,
Barry,Goldstein,"BMC Stock Holdings, Inc.",US,2013,3,73,
William N.,Shiebler,"Calamos Asset Management, Inc.",US,2012,3,73,
Gyeong-sik,Son,CJ CheilJedang Co.,South Korea,2013,3,73,
J. Bruce,Robinson,COGNEX CORPORATION,US,2013,3,73,
Alan G.,Merten,DeVry Education Group Inc.,US,2012,3,73,
Richard,Daley,"Diamond Resorts International, Inc.",US,2013,3,73,
John,Janitz,Eastman Kodak Company,US,2013,3,73,
John James (Jack),Cowin,Fairfax Media Ltd.,Australia,2012,3,73,
Perrette,Rey,Groupe Eurotunnel SE,France,2013,3,73,Yes
George,Sladoje,Just Energy Group Inc.,Canada,2012,3,73,
Michael J.,Regan,"Lifetime Brands, Inc.",US,2012,3,73,
Don,Watters,"Marcus & Millichap, Inc.",US,2013,3,73,
William,McCracken,"MDU Resources Group, Inc.",US,2013,3,73,
Pierfrancesco,Saviotti,Moncler SpA,Italy,2013,3,73,
Dimitrios,Potamitis,OPAP (Greek Organisation of Football Prognostics SA),Greece,2013,3,73,
C. Michael,Jacobi,Performance Sports Group Ltd.,US,2012,3,73,
Tony,Lowrie,Petra Diamonds Ltd.,UK,2012,3,73,
Jens,Ulltveit-Moe,REC Silicon ASA,Norway,2013,3,73,
Steven,Good,"Rexford Industrial Realty, Inc.",US,2013,3,73,
Richard,Ziman,"Rexford Industrial Realty, Inc.",US,2013,3,73,
John,Poulter,RM plc,UK,2013,3,73,
Christoffel,Wiese,Steinhoff International Holdings N.V.,Netherlands,2013,3,73,
Howard,Stringer,TalkTalk Telecom Group plc,UK,2012,3,73,
The Earl of,Kilmorey,The Rank Group plc,UK,2012,3,73,
Tommy G.,Thompson,"TherapeuticsMD, Inc.",US,2012,3,73,
John,Elick,Tourmaline Oil Corp.,Canada,2013,3,73,
Francis,Mer,Viohalco SA,Belgium,2013,3,73,
Nelson,Peltz,"Mondelez International, Inc.",US,2014,2,73,
Arunkumar,Gandhi,ACC Ltd.,India,2014,2,73,
Robert,Ripp,Axiall Corporation,US,2013,2,73,
William J.,Moran,"BGC Partners, Inc.",US,2013,2,73,
William H.,"Sedgeman, Jr.","C1 Financial, Inc.",US,2013,2,73,
Richard,Moncrief,California Resources Corporation,US,2014,2,73,
Pedro Jose,Lopez Jimenez,CIMIC Group Ltd.,Australia,2014,2,73,
Arni,Samuelsson,Cineworld Group plc,UK,2014,2,73,
Yong-eon,Kim,Dongsuh Co.,South Korea,2014,2,73,
William H.,Neukom,"Fortinet, Inc.",US,2013,2,73,
Allen,Sirkin,"G-III Apparel Group, Ltd.",US,2013,2,73,
Seong-deuk,Park,Hyundai Engineering & Construction Co. Ltd.,South Korea,2014,2,73,
Edward,Hardin,Invesco Mortgage Capital Inc.,US,2014,2,73,
James G.,Cullen,"Keysight Technologies, Inc.",US,2014,2,73,
Jong-gu,Kim,KT Corp.,South Korea,2014,2,73,
Eop-gyo,Song,KT&G Corp.,South Korea,2014,2,73,
Michael,Grobstein,Mead Johnson Nutrition Company,US,2014,2,73,
Ann McLaughlin,Korologos,Michael Kors Holdings Limited,US,2013,2,73,Yes
Donald,Wright,National Commerce Corporation,US,2014,2,73,
Susan,Cole,Peapack-Gladstone Financial Corporation,US,2014,2,73,Yes
Giuseppe,Tesauro,Piaggio & C. S.p.A.,Italy,2014,2,73,
William,Gresham,"Preferred Apartment Communities, Inc.",US,2014,2,73,
Jose Paschoal,Rossetti,Raia Drogasil S.A.,Brazil,2013,2,73,
Ludwig Georg,Braun,Rhoen-Klinikum AG,Germany,2014,2,73,
Guy G.,Dufresne,RONA inc.,Canada,2013,2,73,
Edward W.,Moneypenny,"SandRidge Energy, Inc.",US,2013,2,73,
Carmelo J.,Santoro,Semtech Corporation,US,2013,2,73,
Gordon M.,Bethune,Sprint Corporation,US,2013,2,73,
Isidro,Fainé Casas,SUEZ,France,2014,2,73,
Vinod,Sahney,"Syntel, Inc.",US,2014,2,73,
Paul,Friedman,"Verastem, Inc.",US,2014,2,73,
Pedro,Malan,British American Tobacco plc,UK,2015,1,73,
Robert,Hormats,American Tower Corporation,US,2015,1,73,
Robert,Ingram,"BioCryst Pharmaceuticals, Inc.",US,2015,1,73,
Robert,Goldman,"BWX Technologies, Inc.",US,2015,1,73,
Norman,Metcalfe,"CalAtlantic Group, Inc.",US,2015,1,73,
Ehud,Barak,CIFC LLC,US,2014,1,73,
John James (Jack),Cowin,Domino's Pizza Enterprises Ltd.,Australia,2014,1,73,
Peter,Marino,"Engility Holdings, Inc.",US,2015,1,73,
