Company,Country,Board size,Average age,Average tenure,# Over life expectancy,# Women,Market cap ($m)
Two Harbors Investment Corp.,US,9,59.2,4.3,0,2,2989.07
"ALLETE, Inc.",US,10,62.6,8.4,0,3,2992.81
NMC Health plc,UK,11,54.5,2.7,0,3,2994.2
"John Wiley & Sons, Inc.",US,11,58.7,9.5,0,2,3003.5
Northland Power Inc.,Canada,6,62,9,0,2,3004.13
"Clean Harbors, Inc.",US,10,64,11.4,0,2,3004.84
"Telephone and Data Systems, Inc.",US,12,65,18.8,1,2,3007.36
Bank of Hawaii Corporation,US,12,63.7,11,0,3,3009.34
"Piedmont Office Realty Trust, Inc.",US,9,65.3,6.1,1,2,3009.7
Spark Infrastructure Group,Australia,7,57,4.1,0,3,3011.07
"Fitbit, Inc.",US,5,46.8,6,0,0,3012.03
Spire Inc.,US,8,61.4,9,0,4,3016.87
"Valmont Industries, Inc.",US,9,68,13.1,1,1,3020.23
Enstar Group Limited,US,7,53.9,6.1,0,0,3021.96
"Avis Budget Group, Inc.",US,13,61.2,7.4,0,2,3026.67
"Penske Automotive Group, Inc.",US,12,64.3,11.7,0,2,3030.37
APERAM S.A.,Luxembourg,7,55.7,4.4,0,2,3031.79
Companhia Siderurgica Nacional - CSN,Brazil,5,60.8,10.6,0,0,3038.2
Cantel Medical Corp.,US,9,66.2,13.2,1,2,3038.41
"Urban Outfitters, Inc.",US,9,61.9,18,0,2,3040.86
Tata Power Company Ltd.,India,11,62.3,6.4,4,1,3045.06
Tullow Oil plc,UK,11,57.9,8.3,0,2,3046.76
"Home BancShares, Inc.",US,12,63.2,9.5,0,0,3049.05
"Extended Stay America, Inc.",US,7,53.3,2.4,0,0,3049.05
Magellan Financial Group,Australia,5,49,5.6,0,1,3049.15
Silgan Holdings Inc.,US,7,69.6,16.1,0,0,3051.84
Spectris plc,UK,8,58.1,6.4,0,1,3062.47
Acerinox S.A.,Spain,15,58,5.9,0,2,3066.08
"Patterson-UTI Energy, Inc.",US,7,61.3,10.4,0,1,3066.77
Tenneco Inc.,US,9,64.2,9.8,0,1,3067.16
Brookdale Senior Living Inc.,US,9,60.8,4.3,0,1,3067.71
World Fuel Services Corporation,US,9,66.1,13.4,0,0,3068.23
Regal Entertainment Group,US,9,61,11,0,1,3068.46
"Snyder's-Lance, Inc.",US,12,65.4,6.9,0,1,3069.54
Sulzer AG,Switzerland,8,55,2.4,0,1,3076.76
OC Oerlikon Corporation AG,Switzerland,6,53.3,2.5,0,0,3077.15
Canadian Apartment Properties REIT,Canada,9,67.4,11.2,0,1,3085.02
"Popular, Inc.",US,9,55.3,8.6,0,2,3085.2
Berendsen plc,UK,7,57.3,5.1,0,2,3085.43
"First Industrial Realty Trust, Inc.",US,6,64.7,10.7,0,0,3087.11
American National Insurance Company,US,7,64.3,9.1,1,1,3097.83
New Residential Investment Corp.,US,5,59,3,0,0,3099.84
ITT Inc.,US,10,63.1,6.2,0,3,3101.24
Phoenix Group Holdings,UK,9,60.3,5,0,2,3102.91
"Owens-Illinois, Inc.",US,12,61.3,7.2,0,2,3105.6
OCI NV,Netherlands,8,56.5,5.1,0,0,3107.78
Netcare Ltd,South Africa,11,56.9,9.3,3,4,3107.96
Subsea 7 S.A.,Luxembourg,7,63.4,8.6,0,0,3111.1
Sports Direct International plc,UK,7,54.7,11,0,1,3112.02
"Integrated Device Technology, Inc.",US,7,57.6,4.6,0,0,3112.34
"Team Health Holdings, Inc.",US,11,60.2,4.2,0,2,3113.3
Sibanye Gold Ltd,South Africa,13,56.8,3.3,2,1,3113.55
M. Dias Branco S.A Industria E Comercio De Alimentos,Brazil,5,69.8,11.3,3,2,3114.29
OUTFRONT Media Inc.,US,6,60.2,2,0,1,3116.86
"Oceaneering International, Inc.",US,6,66.8,16.7,0,0,3118.3
PAREXEL International Corporation,US,8,64.6,14.8,0,2,3120.91
"Post Properties, Inc.",US,8,63.4,11,0,1,3123.66
"Fomento de Construcciones y Contratas, S.A.",Spain,12,55.4,5.7,0,4,3125.31
CONSOL Energy Inc.,US,11,63.5,4.2,0,1,3126.26
"Blackbaud, Inc.",US,8,61.4,5.4,0,2,3127.65
Lions Gate Entertainment Corp.,US,12,61.4,10.1,0,1,3128.59
Oil India Ltd,India,11,56.5,1.8,0,1,3131.26
United States Cellular Corporation,US,14,64,12.3,1,1,3137
Multiplan Empreendimentos Imobiliarios S.A.,Brazil,7,63.3,6.6,2,0,3140
"Apple Hospitality REIT, Inc.",US,7,62.4,3.3,0,0,3142.23
PolyOne Corporation,US,10,59.8,6.5,0,2,3149.1
Ensco plc,US,9,62.2,9.2,0,2,3151.73
Lagardere SCA,France,15,60.9,7.3,0,6,3152.44
"Spirit Airlines, Inc.",US,9,59.8,5,0,1,3154.49
Rayonier Inc.,US,9,57.7,3.7,0,2,3155.3
Sensient Technologies Corporation,US,10,63.8,7.6,0,3,3157.15
"XPO Logistics, Inc.",US,7,59.6,3.7,0,1,3157.18
Universal Display Corporation,US,9,70.3,13.6,1,2,3164.09
New Jersey Resources Corporation,US,11,66.3,12.3,0,2,3164.14
Deluxe Corporation,US,10,63,12,0,2,3167.73
Bank of Queensland Ltd,Australia,9,57.9,3.6,0,3,3169.88
First Horizon National Corporation,US,10,60.1,10.2,0,2,3181.24
Eldorado Gold Corporation,Canada,9,62.2,7.9,0,1,3188.81
"Texas Roadhouse, Inc.",US,6,64.5,10.3,0,1,3191.28
Glenmark Pharmaceuticals Ltd.,India,10,65.2,12.7,4,2,3198.77
Hyundai Engineering & Construction Co. Ltd.,South Korea,7,62.9,3.6,0,0,3203.08
Black Hills Corporation,US,9,61.3,7.4,0,2,3206.16
BillerudKorsnas AB,Sweden,10,58.9,4.9,0,3,3206.59
Jungheinrich AG,Germany,12,57,6.1,0,3,3207.94
"Aspen Technology, Inc.",US,6,62.5,9,0,1,3214.93
Power Finance Corporation Ltd.,India,7,58.4,3.9,0,0,3217.12
"j2 Global, Inc.",US,6,64.7,12,0,0,3219.09
Wayfair Inc.,US,8,43.4,6.3,0,1,3219.16
BBA Aviation plc,UK,8,58.9,3.5,0,1,3221.27
"Hill-Rom Holdings, Inc.",US,9,63.2,7.6,0,1,3226.65
"Guanghui Energy Co., Ltd.",China,11,51.1,1.8,0,2,3228.14
"CST Brands, Inc.",US,10,61.3,1.9,0,3,3230.47
Cypress Semiconductor Corporation,US,8,62,9.9,0,0,3232.95
UOL Group Limited,Singapore,8,65.8,14.9,1,0,3236.81
"Take-Two Interactive Software, Inc.",US,6,57.2,6.8,0,1,3243.21
GN Store Nord A/S,Denmark,9,58.4,6.8,0,2,3250.55
Stada Arzneimittel AG,Germany,9,63.5,11.7,0,1,3257.39
"PrivateBancorp, Inc.",US,11,65,9.5,0,3,3259.31
"ONE Gas, Inc.",US,7,61.6,2,0,1,3264.26
"WPX Energy, Inc.",US,11,64.9,4.3,0,1,3265.62
CETIP S.A. - Mercados Organizados,Brazil,10,55.6,4.6,1,0,3266.14
TalkTalk Telecom Group plc,UK,11,53.5,6.2,0,2,3268.2
Korea Gas Corp.,South Korea,8,57.3,0.8,0,0,3269.33
Diasorin S.p.A,Italy,13,59.3,7.2,0,3,3272.84
Seaboard Corporation,US,4,67.8,13.5,0,0,3277.54
Bendigo and Adelaide Bank Ltd.,Australia,8,57.9,8.4,0,2,3279.33
Rheinmetall AG,Germany,16,56,6.5,0,4,3284.77
Frank's International N.V.,US,9,64.1,2.1,0,0,3288.23
"Allied World Assurance Company Holdings, AG",US,8,61.6,6.6,0,3,3289.64
Oshkosh Corporation,US,12,62.7,6,0,1,3309.57
Golden Agri-Resources Ltd,Singapore,8,59.3,13.9,0,0,3311.04
"Ubiquiti Networks, Inc.",US,3,47.3,5.7,0,0,3311.89
Memorial Resource Development Corp.,US,7,53.9,1.7,0,1,3312.09
Sistema JSFC,Russia,16,56.9,5.8,1,0,3316.76
Elia System Operator,Belgium,14,55.8,4.1,0,5,3317.34
WSP Global Inc.,Canada,9,56.7,3.3,0,3,3317.85
Rubis,France,13,60.2,8.2,0,4,3322.35
Rice Energy Inc.,US,8,55.4,2.4,0,0,3325.09
"Legg Mason, Inc.",US,11,65.2,6,0,2,3329.66
"Diamond Offshore Drilling, Inc.",US,11,67.6,11.5,1,0,3330.48
"CoreLogic, Inc.",US,9,64.2,8.2,0,2,3332.07
R. R. Donnelley & Sons Company,US,10,63.3,9.3,0,3,3333.65
Samsung Electro-Mechanics Co.,South Korea,7,57.6,3,0,1,3342.14
Umpqua Holdings Corporation,US,11,56.4,6.5,0,4,3351.03
"CNO Financial Group, Inc.",US,9,64.7,5.7,0,2,3354.51
Lancaster Colony Corporation,US,9,62.8,11.8,0,1,3359.04
Crane Co.,US,11,62.3,11,0,2,3371.08
"BankUnited, Inc.",US,10,61.7,3,1,3,3371.95
"DuPont Fabros Technology, Inc.",US,8,58.8,6.5,0,1,3376.5
Cabela's Incorporated,US,9,65.7,12.3,0,2,3378.45
Gold Fields Ltd,South Africa,10,63.6,8.6,5,2,3379.57
Hanssem Co.,South Korea,8,59.1,7.3,0,0,3384.7
Resilient REIT Ltd,South Africa,11,48.7,8.5,1,2,3385.39
Tribune Media Company,US,7,53.3,3.3,0,1,3395.9
Freenet AG,Germany,12,52.3,3.8,0,4,3397.93
Colfax Corporation,US,8,54.4,7.9,0,1,3400.75
"Bank of the Ozarks, Inc.",US,15,63.4,9.4,0,3,3401.36
SJM Holdings Ltd.,Hong Kong,12,68.7,7.6,1,1,3403.41
Georg Fischer AG,Switzerland,9,59.2,6.8,0,2,3411.37
Webster Financial Corporation,US,10,65.7,14.3,0,2,3411.63
S-1 Corp.,South Korea,8,56.9,2.6,0,0,3413.65
Boral Ltd.,Australia,7,59.3,5,0,3,3420.56
"Thor Industries, Inc.",US,8,64,12.6,1,0,3423.97
Teledyne Technologies Incorporated,US,10,69.3,10.7,0,2,3425.51
Industrial Alliance Insurance and Financial Services Inc.,Canada,14,61.1,7.6,0,5,3428.08
Companhia Brasileira de Distribuicao Grupo Pao de Acucar,Brazil,11,56.8,3.1,0,1,3428.31
Saga plc,UK,10,53.9,3.1,0,1,3429.71
Piramal Enterprises Limited,India,13,61.3,9.6,5,2,3431.41
"WGL Holdings, Inc.",US,10,65.3,9.2,0,4,3431.56
Distribuidora Internacional De Alimentacion SA,Spain,10,57.1,5.2,0,3,3435.96
"Paramount Group, Inc.",US,9,59.6,1.6,0,3,3438.41
Swedish Orphan Biovitrum AB,Sweden,10,56.5,4.7,0,4,3441.42
Pitney Bowes Inc.,US,11,64,10.7,0,4,3444.21
CAE Inc.,Canada,11,61.2,6.8,0,2,3449.51
Hexpol AB,Sweden,8,54.1,6.9,0,3,3452.3
Amer Sports Corporation,Finland,8,58.4,8,0,2,3454.48
Fair Isaac Corporation,US,8,58.3,6.5,0,1,3458.02
Buzzi Unicem Spa,Italy,13,62.2,9.9,0,3,3458.17
"Leidos Holdings, Inc.",US,10,61.6,5.6,0,2,3459.04
DLF Ltd.,India,14,66.3,10.9,4,1,3461.64
"RPC, Inc.",US,8,79,23.8,3,1,3462.13
"Sprouts Farmers Market, Inc.",US,7,52.1,3.9,0,1,3464.06
"ViaSat, Inc.",US,8,69.8,16,2,0,3465.3
"Woodward, Inc.",US,9,61.6,13.2,0,1,3468.87
"Quanta Services, Inc.",US,10,59,7.5,0,1,3476.85
Kerry Properties Ltd.,Hong Kong,8,58.1,9.1,0,1,3477.99
"DreamWorks Animation SKG, Inc.",US,8,59.8,7.3,0,2,3479.65
Assured Guaranty Ltd.,US,10,65.9,6.7,0,2,3479.85
WEX Inc.,US,10,63.3,9,0,2,3482.14
Nos SGPS SA,Portugal,18,45,3.9,0,5,3485.19
Fingerprint Cards AB,Sweden,5,57.2,2.2,0,1,3485.19
"Advanced Micro Devices, Inc.",US,9,59.1,5,0,2,3491.49
Havas,France,16,55.5,6.3,1,6,3498
Bombardier Inc.,Canada,15,62.9,13.5,0,4,3501.96
"Morningstar, Inc.",US,10,61.1,13.3,0,3,3504.14
"Ryder System, Inc.",US,11,60.8,8.1,0,3,3505.76
"RSP Permian, Inc.",US,8,58.5,2.4,0,0,3506.75
Southwest Gas Corporation,US,11,62.7,8.8,0,1,3517.64
Alpha Bank AE,Greece,16,64.3,8.3,0,3,3519.46
JD Sports Fashion plc,UK,5,58.4,6,0,1,3520.44
Healthcare Realty Trust Incorporated,US,9,67.2,13.2,0,2,3520.68
"Tempur Sealy International, Inc.",US,7,59.6,6.1,0,1,3527.35
LIC Housing Finance Ltd.,India,10,66,2.3,2,2,3534.53
Quebecor Inc.,Canada,10,63.1,7,0,2,3541.11
KCC Corp.,South Korea,9,62.2,6.3,0,0,3542.15
National Instruments Corporation,US,8,65.5,17.5,0,1,3543.6
Hanwha Chemical Corp.,South Korea,9,59,2.1,0,0,3551.93
Mr Price Group Limited,South Africa,10,59.2,12.3,4,2,3552.23
"Jabil Circuit, Inc.",US,9,58.9,11.4,0,2,3554.18
"Intercept Pharmaceuticals, Inc.",US,9,51.8,3.7,0,0,3563.83
"Tanger Factory Outlet Centers, Inc.",US,8,65.1,11.9,1,1,3565.35
RusHydro PJSC,Russia,17,51.5,1.9,2,1,3570.36
Teradata Corporation,US,10,64,6.8,0,2,3575
Credit Acceptance Corporation,US,5,56.4,15.2,0,1,3579.03
"The Hanover Insurance Group, Inc.",US,10,64.3,8.7,0,3,3587.03
"MAXIMUS, Inc.",US,9,71.4,14.6,0,1,3589.46
"Medical Properties Trust, Inc.",US,7,60.6,10.3,0,1,3589.48
Castellum AB,Sweden,7,53.9,4.6,0,4,3591.06
"Prosperity Bancshares, Inc.",US,11,70.5,14.8,2,1,3592.59
Metso Corporation,Finland,8,58.8,3.4,0,2,3592.91
Ritchie Bros. Auctioneers Incorporated,US,7,58.9,7.3,0,1,3594.7
Petrofac Ltd,UK,10,57.6,4.6,0,2,3597.49
"EPAM Systems, Inc.",US,6,53.2,6.5,0,0,3601.5
FirstMerit Corporation,US,15,66.2,15.3,0,3,3602.86
John Wood Group plc,UK,8,53,3.5,0,2,3602.98
"OneMain Holdings, Inc.",US,6,56.8,4.7,0,1,3604.59
"Hawaiian Electric Industries, Inc.",US,9,67.3,15.7,0,2,3610.01
Spirax-Sarco Engineering plc,UK,9,58,6.1,0,1,3610.03
UPL Limited,India,12,66.1,14.3,6,2,3610.15
BlackBerry Limited,Canada,6,62,3,0,1,3610.56
Sembcorp Industries Limited,Singapore,10,64,5.1,0,1,3610.72
EchoStar Corporation,US,7,63.9,7.6,0,0,3616.86
Healthscope Ltd.,Australia,6,57.3,2.5,0,1,3618.84
NCR Corporation,US,9,60.1,8.4,0,1,3622.84
HealthSouth Corporation,US,10,63.2,9.7,0,3,3625.76
Huntsman Corporation,US,8,68.9,10.5,0,1,3627.26
Western Alliance Bancorporation,US,15,64.4,12.3,1,1,3632.18
Fortress Income Fund Ltd,South Africa,8,50.3,4.8,1,1,3632.9
Equity Commonwealth,US,11,60.5,1,0,1,3635.8
Genesee & Wyoming Inc.,US,11,62.7,9,0,1,3636.27
"BWX Technologies, Inc.",US,8,63.1,2.6,0,1,3638.66
Orica Ltd.,Australia,6,60.8,3.7,0,1,3665.63
Alere Inc.,US,10,62.4,5.5,1,1,3671.66
Vocus Communications Ltd,Australia,8,58.5,9,0,0,3672.58
BTG plc,UK,8,59.6,5.3,0,2,3676.76
"First Niagara Financial Group, Inc.",US,10,66.1,4.5,0,2,3683.72
Aryzta AG,Switzerland,8,62.4,3.6,0,1,3688.95
"Investors Bancorp, Inc.",US,12,65.2,7.7,0,2,3691.87
Redefine Properties Ltd,South Africa,13,58.8,4.5,5,2,3696.89
Aalberts Industries,Netherlands,4,64,4,0,0,3697.34
PUMA SE,Germany,9,52.6,6.7,0,1,3698.97
Hindalco Industries Ltd,India,10,68.6,10.9,6,1,3699.99
SYNNEX Corporation,US,10,63.6,9.7,0,1,3702.32
Cognex Corporation,US,9,68.1,14.9,1,0,3703.18
Endo International plc,US,9,60.7,6.3,0,2,3713.99
Rostelecom PJSC,Russia,16,48.2,1.6,0,0,3733.37
DMG MORI AG,Germany,12,56.7,3.1,0,1,3742.99
Pool Corporation,US,8,63.6,14,0,0,3751.53
Kirby Corporation,US,9,62.4,8.8,0,1,3753.78
Great Portland Estates plc,UK,8,51.6,6.4,0,1,3765.92
Hiscox Ltd,UK,10,60.3,8.4,0,3,3767.07
"Flowers Foods, Inc.",US,12,66.4,7.8,0,2,3768.53
Curtiss-Wright Corporation,US,10,65,7.5,0,2,3769.1
"Validus Holdings, Ltd.",US,11,61.1,8.1,0,3,3771.28
Portland General Electric Company,US,11,64.4,7.5,0,2,3777.39
First Capital Realty Inc.,Canada,8,56.8,8.8,0,2,3777.74
William Hill plc,UK,8,56.1,4.3,0,2,3777.85
"IDACORP, Inc.",US,10,62.8,6.8,0,2,3779.14
Harvey Norman Holdings Ltd.,Australia,9,58,17.8,0,1,3784.14
Tele2 AB,Sweden,8,49.5,2.1,0,4,3785.38
Euler Hermes Group,France,11,56.5,3.8,0,5,3787.55
RPC Group plc,UK,6,55.5,4.2,0,1,3788.17
Hyosung Corp.,South Korea,10,60.1,12.3,0,0,3791.79
TDC A/S,Denmark,12,57.3,6.3,0,2,3800.16
Eagle Materials Inc.,US,10,65.1,12.6,0,0,3808.97
Raiffeisen Bank International AG,Austria,14,56.2,4.5,0,3,3814.59
Synovus Financial Corp.,US,12,65,6.8,0,2,3815.21
Microsemi Corporation,US,7,66.1,13.1,0,0,3823.03
Shriram Transport Finance Company Limited,India,9,55.9,4,2,1,3824.44
NIBE Industrier AB,Sweden,6,60.3,10.5,0,2,3833.34
Shaftesbury plc,UK,10,60.9,12.8,0,3,3836.06
Playtech plc,UK,6,58.8,4.5,0,0,3838.11
Moscow Exchange MICEX-RTS PJSC,Russia,18,52,4.7,0,4,3840.01
UBM plc,UK,10,57.2,4.2,0,4,3840.62
Chicago Bridge & Iron Company N.V.,US,9,66.2,8.3,0,2,3843.59
"Retail Properties of America, Inc.",US,8,60.1,7.3,0,1,3844.97
"DST Systems, Inc.",US,8,61.3,2.4,0,1,3845.1
"Cinemark Holdings, Inc.",US,10,61.8,9.3,1,2,3856.88
"Eletrobras, Centrais Eletricas Brasileiras S.A.",Brazil,9,57,3.1,0,0,3859.95
Brembo S.p.A.,Italy,11,60.5,12.9,0,2,3863.48
Rand Merchant Insurance Holdings Limited,South Africa,14,56.1,13.7,5,1,3864.83
Elior Group,France,9,58.8,4.7,0,4,3866.35
Jyske Bank A/S,Denmark,10,55.6,7.8,0,2,3868.18
Container Corporation of India Ltd.,India,10,58.4,3.6,0,1,3869.4
Reinet Investments SCA,Luxembourg,4,63.3,4.5,0,0,3869.86
"Syntel, Inc.",US,8,61.4,14.6,0,1,3871.03
Challenger Ltd,Australia,8,60.3,6.3,0,2,3877.25
Vermilion Energy Inc,Canada,9,62.8,9.2,0,2,3877.74
HEICO Corporation,US,11,67.7,15.6,3,1,3879.29
Bright Horizons Family Solutions Inc.,US,12,59.9,14.8,0,5,3879.71
Cairn India Limited,India,8,58.8,5.6,2,1,3886.86
DE LONGHI S.p.A.,Italy,10,61.6,11,0,3,3890.66
VWR Corporation,US,9,60.7,8.4,0,1,3894.37
AltaGas Ltd.,Canada,10,65.6,10.5,0,2,3896.21
Worldline,France,9,54.2,3.5,0,2,3899.4
Embraer SA,Brazil,14,57.1,3,1,1,3900.85
Hexcel Corporation,US,11,59.9,7.7,0,2,3910.51
Fletcher Building Ltd.,New Zealand,8,58.8,3.6,0,2,3919.56
IMI plc,UK,9,59.1,3.7,0,2,3926.76
Columbia Sportswear Company,US,11,67.9,19.7,1,3,3928
Bruker Corporation,US,13,62.4,7.1,0,1,3931.42
LG Uplus Corp.,South Korea,7,56.3,0.9,0,0,3941.15
Greene King plc,UK,7,54.7,9.9,0,1,3942.08
GS Holdings Corp.,South Korea,8,63.1,5.6,0,0,3944.78
"Cullen/Frost Bankers, Inc.",US,15,65.6,13.3,0,2,3945.74
Saipem,Italy,9,55,5,0,3,3960.96
Hospitality Properties Trust,US,5,63.4,12.2,1,1,3962.96
Suzano Papel e Celulose S.A.,Brazil,8,60.3,4.5,0,0,3968.59
USG Corporation,US,9,59.8,6.6,0,1,3975.96
"Charles River Laboratories International, Inc.",US,9,65.4,11.8,0,1,3978.05
BOK Financial Corporation,US,20,62.7,12.5,1,2,3980.55
Tahoe Resources Inc.,Canada,9,66.3,4.2,0,1,3987.07
Smart Real Estate Investment Trust,Canada,7,59.6,9.4,0,0,3988.69
Cosan S.A. Industria e Comercio,Brazil,7,50.6,6.3,0,0,3995.68
"Cracker Barrel Old Country Store, Inc.",US,9,62.7,5.2,0,2,3996.88
AusNet Services,Australia,9,62.5,4.9,0,2,3997.53
ATCO Ltd.,Canada,10,64.6,7.1,0,3,4000.12
"Teradyne, Inc.",US,8,64.3,8,0,1,4002.63
G4S plc,UK,9,57.7,3.2,0,2,4003.11
Transocean Ltd.,US,11,58.3,5.4,0,1,4006.26
Santander Consumer USA Holdings Inc.,US,12,56.1,1.1,1,3,4011.3
Corrections Corporation of America,US,9,62.6,10.1,0,2,4011.84
STORE Capital Corporation,US,8,59.6,3,0,0,4012.12
Computershare Limited,Australia,8,56.6,10.3,0,2,4014.91
Gulfport Energy Corporation,US,6,56,6.7,0,0,4025.95
Kesko Oyj,Finland,7,54.1,2,0,2,4029.82
Suedzucker AG,Germany,20,56.8,5.2,0,4,4038.75
Capital & Counties Properties plc,UK,10,53.1,6.8,0,1,4039.65
"Neurocrine Biosciences, Inc.",US,10,63.5,11.9,0,1,4044.24
Telekom Austria AG,Austria,15,51.3,3.3,0,2,4044.37
"Communications Sales & Leasing, Inc.",US,4,54.8,1,0,1,4045.31
"Euronet Worldwide, Inc.",US,8,65.8,14.6,1,1,4045.58
"Tableau Software, Inc.",US,8,58.6,7.6,0,0,4045.64
Olin Corporation,US,12,64.3,9.3,0,1,4056.09
Tatts Group Ltd.,Australia,7,64.5,8.3,0,1,4056.73
ICAP plc,UK,6,59.8,8.7,0,1,4059.27
The Weir Group plc,UK,10,56.1,4.7,0,2,4059.84
"QEP Resources, Inc.",US,7,62.6,4.3,0,1,4061.85
StarHub Ltd.,Singapore,13,62.6,8.9,0,1,4064.69
DCT Industrial Trust Inc.,US,8,61.6,10,0,1,4071.35
HERA SPA,Italy,14,54.8,4.6,0,3,4088.81
Graphic Packaging Holding Company,US,10,61.4,5.2,0,1,4099.22
"White Mountains Insurance Group, Ltd.",US,7,67.4,9.4,0,1,4100.5
First American Financial Corporation,US,9,66,4.7,0,2,4101.39
Temenos Group AG,Switzerland,7,63.3,6.7,0,1,4102.32
Italcementi Spa,Italy,15,61.7,11.9,1,3,4112.46
Samsung Card Co.,South Korea,7,55.9,2.9,0,1,4118.23
The Scotts Miracle-Gro Company,US,10,60.8,7.7,0,3,4120.52
"Lincoln Electric Holdings, Inc.",US,11,64.4,12.5,0,2,4122.27
CyrusOne Inc.,US,8,55.6,2.5,0,1,4126.85
"Brocade Communications Systems, Inc.",US,10,63.3,7.3,0,2,4130.93
Inter RAO UES PJSC,Russia,15,47.3,2.7,0,0,4136.62
ON Semiconductor Corporation,US,10,61.4,8,0,1,4139.61
"Dunkin' Brands Group, Inc.",US,9,56.9,6.2,0,2,4141.36
Seek Ltd.,Australia,6,61.3,7.8,0,2,4150.94
Ackermans & van Haaren,Belgium,10,50.3,12.6,0,3,4154.12
JUST EAT plc,UK,7,48.1,3.3,0,1,4157.07
Detour Gold Corporation,Canada,10,60.4,4.8,0,2,4175.15
Eutelsat Communications,France,10,53.1,3.7,0,5,4178.3
Remy Cointreau,France,12,52.4,7.8,0,4,4179.03
Bio-Techne Corporation,US,9,63.8,11,0,1,4180.57
Lanxess AG,Germany,12,58.3,4.5,0,3,4186.26
Inchcape plc,UK,10,53.7,4.1,0,3,4188.01
Brunswick Corporation,US,10,64.4,8,0,2,4189.87
CJ CheilJedang Co.,South Korea,8,64,2.4,0,0,4191.36
A2A SpA,Italy,11,53.9,2,0,3,4193.6
United Company RUSAL Plc,Hong Kong,18,51,4.8,0,5,4208.92
Navient Corporation,US,12,61.5,2.1,0,7,4214.05
Incitec Pivot Ltd,Australia,7,60,5.3,0,2,4215.84
IAC/InterActiveCorp,US,12,56.8,8,0,3,4221.9
Moncler SpA,Italy,11,55,2.8,0,3,4222.46
Braskem S.A.,Brazil,11,55,3.4,0,2,4223.02
PrairieSky Royalty Ltd.,Canada,5,54.6,2,0,1,4223.29
Spark New Zealand Limited,New Zealand,7,61,4,0,1,4226.83
B&M European Value Retail SA,UK,8,54.6,2.8,0,1,4227.26
Fisher & Paykel Healthcare Corp,New Zealand,7,60.6,8.6,0,1,4234.07
Dongbu Insurance Co.,South Korea,5,61.6,2.8,0,0,4238.17
"Taubman Centers, Inc.",US,9,68.9,14.7,1,0,4247.63
NCsoft Corp.,South Korea,5,53.4,7.4,0,0,4252.53
Vectren Corporation,US,11,60.5,10.8,0,2,4256.23
Edenred,France,11,52.8,4.4,0,4,4259.4
"Bio-Rad Laboratories, Inc.",US,6,66.5,14.7,1,2,4262.48
American Homes 4 Rent,US,9,65.9,3.6,2,0,4262.86
PTC INC.,US,7,65.9,8.6,1,1,4263.96
DKSH Holding AG,Switzerland,9,61,9.1,0,0,4266.82
Booz Allen Hamilton Holding Corporation,US,10,60.8,4.8,0,2,4269.84
Meggitt plc,UK,9,59.4,5.4,0,2,4271.8
Tate & Lyle plc,UK,9,58.1,4.1,0,2,4272.52
"Equity One, Inc.",US,9,62.4,9.4,0,2,4274.05
Lazard Ltd,US,10,63.1,6,0,2,4274.4
"Healthcare Trust of America, Inc.",US,8,68.8,6.8,0,0,4288.67
BGF Retail Co. Ltd.,South Korea,4,49.3,2,0,0,4293.84
"Sally Beauty Holdings, Inc.",US,7,59.9,7,0,2,4294.33
AmSurg Corp.,US,11,63.6,12.7,0,2,4295.04
E-MART Co. Ltd.,South Korea,7,55.4,1.9,0,0,4298.11
Domino's Pizza Enterprises Ltd.,Australia,6,73,8.2,0,1,4299.14
Huhtamaki Oyj,Finland,7,64.1,6.6,0,2,4301.79
Regus plc,UK,8,58.4,7,0,2,4305.83
"CalAtlantic Group, Inc.",US,10,63.4,5.1,0,1,4308.79
Qantas Airways Limited,Australia,9,56.4,4.8,0,3,4310.42
ACADIA Pharmaceuticals Inc.,US,9,60,9.3,0,2,4311.51
"FLIR Systems, Inc.",US,10,64.9,10.1,0,2,4314.76
K+S Aktiengesellschaft,Germany,16,57.1,7.8,0,2,4316.07
"Guidewire Software, Inc.",US,8,55.3,4.5,0,0,4319.46
"Royal Gold, Inc.",US,8,62.5,4.3,0,0,4326.11
IG Group Holdings plc,UK,8,52.5,3.3,0,2,4334.94
"ABIOMED, Inc.",US,7,64,13.3,1,1,4349.15
"Juno Therapeutics, Inc.",US,8,57.9,1.4,0,1,4355.45
AGCO Corporation,US,10,65.5,9.3,0,1,4359.59
Lojas Renner,Brazil,8,57.6,4.5,0,1,4361.45
AMC Networks Inc.,US,14,64.5,3.4,2,2,4364.12
ACC Ltd.,India,12,61.3,4.2,3,1,4364.41
Indiabulls Housing Finance Ltd.,India,11,58,1,1,1,4370.02
"AmTrust Financial Services, Inc.",US,7,68.9,14,1,1,4377.93
Henderson Group plc,UK,9,55.3,4.6,0,3,4380.23
ComfortDelGro Corporation Limited,Singapore,8,66.8,12.5,0,1,4381.85
Questar Corporation,US,8,58.3,7.9,0,2,4383.17
Bharat Heavy Electricals Ltd.,India,8,59.5,1.5,1,1,4383.95
CJ Korea Express Corp.,South Korea,9,56.1,1.8,0,0,4384.41
PSP Swiss Property AG,Switzerland,8,58.4,7,0,1,4385.52
ARRIS International plc,US,9,63,7,0,2,4387.24
Peyto Exploration & Development Corp.,Canada,7,52.1,10.3,0,0,4390.26
